Importing NLTK
Done!
Getting CMUDict
Done!
Getting tagged words from Treebank corpus
         4627650 function calls (4620864 primitive calls) in 6.715 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 plaintext.py:178(EuroparlCorpusReader)
        1    0.000    0.000    0.000    0.000 argparse.py:734(Action)
        1    0.000    0.000    0.000    0.000 toolbox.py:136(ToolboxData)
        1    0.000    0.000    0.000    0.000 conll.py:443(ConllSRLInstanceList)
        1    0.000    0.000    0.000    0.000 prover9.py:40(Prover9CommandParent)
        1    0.000    0.000    0.000    0.000 subprocess.py:366(CalledProcessError)
        1    0.000    0.000    0.000    0.000 probability.py:446(UniformProbDist)
        1    0.000    0.000    0.000    0.000 util.py:1923(EntryDialog)
        1    0.000    0.000    0.000    0.000 __init__.py:1540(XView)
        1    0.000    0.000    0.000    0.000 wordnet.py:1734(WordNetICCorpusReader)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 api.py:252(BaseProverCommand)
        1    0.000    0.000    0.000    0.000 {built-in method _set_sentinel}
        1    0.000    0.000    0.000    0.000 cfg.py:69(ProductionList)
        1    0.000    0.000    0.000    0.000 chart.py:184(CCGChartParser)
        1    0.000    0.000    0.000    0.000 pchart.py:111(SingleEdgeProbabilisticFundamentalRule)
        1    0.000    0.000    0.000    0.000 api.py:361(TheoremToolCommandDecorator)
        1    0.000    0.000    0.000    0.000 featurechart.py:456(InstantiateVarsChart)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_md5}
        1    0.000    0.000    0.000    0.000 snowball.py:3318(SpanishStemmer)
        1    0.000    0.000    0.000    0.000 __init__.py:341(IntVar)
        1    0.000    0.000    0.000    0.000 earleychart.py:399(FeatureIncrementalBottomUpChartParser)
        1    0.000    0.000    0.000    0.000 association.py:297(QuadgramAssocMeasures)
        1    0.000    0.000    0.000    0.000 tokenize.py:223(Untokenizer)
        1    0.000    0.000    0.000    0.000 boxer.py:1102(BoxerCard)
        1    0.000    0.000    0.000    0.000 __init__.py:1561(YView)
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 core.py:158(<listcomp>)
        2    0.000    0.000    0.000    0.000 data.py:299(path)
        1    0.000    0.000    0.000    0.000 grammar.py:862(FeatureValueType)
        1    0.000    0.000    0.000    0.000 regexp.py:573(SplitRule)
        1    0.000    0.000    0.000    0.000 maxent.py:388(FunctionBackedMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 __init__.py:368(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:414(LibraryLoader)
        1    0.000    0.000    0.000    0.000 numeric.py:2818(__exit__)
        2    0.000    0.000    0.000    0.000 inspect.py:1072(formatargandannotation)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 argparse.py:980(_CountAction)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:231(LogRecord)
        1    0.000    0.000    0.000    0.000 util.py:778(LazyMap)
        1    0.000    0.000    0.000    0.000 threading.py:1162(Timer)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 regexp.py:471(UnChunkRule)
        1    0.000    0.000    0.000    0.000 nkjp.py:318(NKJPCorpus_Text_View)
        1    0.000    0.000    0.000    0.000 weakref.py:255(update)
        1    0.000    0.000    0.000    0.000 maxent.py:317(MaxentFeatureEncodingI)
        1    0.000    0.000    0.000    0.000 association.py:241(TrigramAssocMeasures)
        1    0.000    0.000    0.000    0.000 positivenaivebayes.py:88(PositiveNaiveBayesClassifier)
        1    0.000    0.000    0.000    0.000 core.py:7278(_convert2ma)
        1    0.000    0.000    0.000    0.000 brill.py:25(Word)
        2    0.000    0.000    0.000    0.000 grammar.py:532(productions)
        1    0.000    0.000    0.000    0.000 regexp.py:633(ExpandLeftRule)
        1    0.000    0.000    0.000    0.000 logic.py:630(Type)
        1    0.000    0.000    0.000    0.000 argparse.py:860(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 simple.py:77(LineTokenizer)
        1    0.000    0.000    0.000    0.000 data.py:910(__init__)
        1    0.000    0.000    0.000    0.000 wordnet.py:14(WordNetLemmatizer)
        1    0.000    0.000    0.000    0.000 boxer.py:1145(BoxerWhq)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1129(_ListDataStream)
        1    0.000    0.000    0.000    0.000 datetime.py:485(__neg__)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1116(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1264(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parse.py:163(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 request.py:1064(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 pydoc.py:1013(TextRepr)
        1    0.000    0.000    0.000    0.000 grammar.py:1037(PCFG)
        1    0.000    0.000    0.000    0.000 __init__.py:589(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 message.py:934(_IsAttachment)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 drt.py:497(DrtAbstractVariableExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:1043(_StderrHandler)
        1    0.000    0.000    0.000    0.000 request.py:1094(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 util.py:2258(MutableOptionMenu)
        1    0.000    0.000    0.000    0.000 ppattach.py:63(PPAttachmentCorpusReader)
        1    0.000    0.000    0.000    0.000 util.py:1552(ScrollWatcherWidget)
        1    0.000    0.000    0.000    0.000 numeric.py:2747(errstate)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1481(WarningMessage)
        1    0.000    0.000    0.000    0.000 api.py:27(ClassifierI)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 core.py:6053(_frommethod)
        1    0.000    0.000    0.000    0.000 commondialog.py:13(Dialog)
        1    0.000    0.000    0.000    0.000 threading.py:352(notify_all)
        1    0.000    0.000    0.000    0.000 pprint.py:71(_safe_key)
        1    0.000    0.000    0.000    0.000 grammar.py:985(ProbabilisticDependencyGrammar)
        1    0.000    0.000    0.000    0.000 boxer.py:1005(BoxerNamed)
        1    0.000    0.000    0.000    0.000 nombank.py:292(NombankChainTreePointer)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 case.py:253(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 dispersion.py:10(<module>)
        1    0.000    0.000    0.000    0.000 boxer.py:1121(BoxerOr)
        1    0.000    0.000    0.000    0.000 case.py:1364(_SubTest)
        1    0.000    0.000    0.000    0.000 api.py:441(ModelBuilderCommandDecorator)
        1    0.000    0.000    0.000    0.000 drt.py:819(PossibleAntecedents)
        1    0.000    0.000    0.000    0.000 tarfile.py:576(_StreamProxy)
        1    0.000    0.000    0.000    0.000 util.py:971(OvalWidget)
        1    0.000    0.000    0.000    0.000 api.py:394(ProverCommandDecorator)
        1    0.000    0.000    0.000    0.000 logic.py:1572(LambdaExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:27(LinearLogicParser)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 case.py:272(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 cmudict.py:56(CMUDictCorpusReader)
        1    0.000    0.000    0.000    0.000 api.py:18(TaggerI)
        1    0.000    0.000    0.000    0.000 api.py:17(ChunkParserI)
        1    0.000    0.000    0.000    0.000 utils.py:1513(WarningManager)
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        1    0.000    0.000    0.000    0.000 __init__.py:1542(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:110(any)
        1    0.000    0.000    0.000    0.000 __init__.py:2863(Scale)
        1    0.000    0.000    0.000    0.000 core.py:806(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 boxer.py:1173(PassthroughBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 regexp.py:15(RegexpStemmer)
        1    0.000    0.000    0.000    0.000 pickle.py:219(_Unframer)
        1    0.000    0.000    0.000    0.000 imp.py:131(_HackedGetData)
        1    0.000    0.000    0.000    0.000 subprocess.py:398(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 snowball.py:134(PorterStemmer)
        1    0.000    0.000    0.000    0.000 senseval.py:49(SensevalCorpusReader)
        2    0.000    0.000    0.000    0.000 sre_parse.py:235(seek)
        1    0.000    0.000    0.000    0.000 argparse.py:1196(Namespace)
        1    0.000    0.000    0.000    0.000 rte.py:106(RTECorpusReader)
        1    0.000    0.000    0.000    0.000 __init__.py:668(Filterer)
        1    0.000    0.000    0.000    0.000 tarfile.py:2372(TarIter)
        1    0.000    0.000    0.000    0.000 api.py:44(ModelBuilder)
        1    0.000    0.000    0.000    0.000 util.py:731(LazyConcatenation)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 __init__.py:379(BooleanVar)
        1    0.000    0.000    0.000    0.000 core.py:767(__init__)
        1    0.000    0.000    0.000    0.000 util.py:1130(BracketWidget)
        1    0.000    0.000    0.000    0.000 api.py:144(ModelBuilderCommand)
        1    0.000    0.000    0.000    0.000 nkjp.py:203(XML_Tool)
        1    0.000    0.000    0.000    0.000 tagged.py:282(TimitTaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 conll.py:373(ConllSRLInstance)
        1    0.000    0.000    0.000    0.000 parse.py:115(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 drt.py:577(DrtNegatedExpression)
        1    0.000    0.000    0.000    0.000 __future__.py:76(_Feature)
        1    0.000    0.000    0.000    0.000 rte.py:58(RTEPair)
        1    0.000    0.000    0.000    0.000 client.py:1290(BadStatusLine)
        1    0.000    0.000    0.000    0.000 __init__.py:392(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 glue.py:627(DrtGlue)
        1    0.000    0.000    0.000    0.000 <string>:12(__new__)
        1    0.000    0.000    0.000    0.000 drt.py:792(DrtApplicationExpression)
        1    0.000    0.000    0.000    0.000 threading.py:1211(_DummyThread)
        1    0.000    0.000    0.000    0.000 chart.py:148(BackwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 inspect.py:77(isclass)
        1    0.000    0.000    0.000    0.000 chart.py:972(SingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 snowball.py:2622(RomanianStemmer)
        1    0.000    0.000    0.000    0.000 aligned.py:87(AlignedSentCorpusView)
        1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 utils.py:52(_Deprecate)
        1    0.000    0.000    0.000    0.000 senseval.py:35(SensevalInstance)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 regexp.py:512(MergeRule)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:139(ProjectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 regexp.py:384(ChunkRule)
        1    0.000    0.000    0.000    0.000 internals.py:182(ReadError)
        1    0.000    0.000    0.000    0.000 request.py:1231(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 glue.py:596(DrtGlueFormula)
        2    0.000    0.000    0.000    0.000 utils.py:47(_set_function_name)
        1    0.000    0.000    0.000    0.000 api.py:117(ProverCommand)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 snowball.py:1670(GermanStemmer)
        1    0.000    0.000    0.000    0.000 chart.py:890(AbstractChartRule)
        3    0.000    0.000    0.000    0.000 inspect.py:163(isfunction)
        1    0.000    0.000    0.000    0.000 __init__.py:986(FileHandler)
        1    0.000    0.000    0.000    0.000 logic.py:1600(QuantifiedExpression)
        1    0.000    0.000    0.000    0.000 dialog.py:12(Dialog)
        1    0.000    0.000    0.000    0.000 earleychart.py:379(FeatureIncrementalChartParser)
        1    0.000    0.000    0.000    0.000 nkjp.py:146(NKJPCorpus_Header_View)
        1    0.000    0.000    0.000    0.000 __init__.py:2566(Frame)
        4    0.000    0.000    0.000    0.000 inspect.py:2143(name)
        1    0.000    0.000    0.000    0.000 api.py:495(ParallelProverBuilder)
        1    0.000    0.000    0.000    0.000 propbank.py:302(PropbankChainTreePointer)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 api.py:90(MultiClassifierI)
        1    0.000    0.000    0.000    0.000 ibm3.py:15(HashableDict)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:91(ChartCell)
        1    0.000    0.000    0.000    0.000 linearlogic.py:424(VariableBindingException)
        1    0.000    0.000    0.000    0.000 dis.py:159(Instruction)
        1    0.000    0.000    0.000    0.000 brill.py:39(Pos)
        1    0.000    0.000    0.000    0.000 argparse.py:825(_StoreAction)
        1    0.000    0.000    0.000    0.000 inspect.py:85(ismethod)
        1    0.000    0.000    0.000    0.000 combinator.py:193(UndirectedSubstitution)
        6    0.000    0.000    0.000    0.000 {built-in method _filters_mutated}
        1    0.000    0.000    0.000    0.000 inspect.py:2066(_ParameterKind)
        1    0.000    0.000    0.000    0.000 chart.py:97(BinaryCombinatorRule)
        1    0.000    0.000    0.000    0.000 request.py:722(ProxyHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:374(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:249(_is_owned)
        1    0.000    0.000    0.000    0.000 regexp.py:694(ExpandRightRule)
        1    0.000    0.000    0.000    0.000 sexpr.py:56(SExprTokenizer)
        1    0.000    0.000    0.000    0.000 feedparser.py:531(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 framenet.py:380(PrettyDict)
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 regexp.py:755(ChunkRuleWithContext)
        1    0.000    0.000    0.000    0.000 combinator.py:66(BackwardCombinator)
        1    0.000    0.000    0.000    0.000 snowball.py:286(DanishStemmer)
        1    0.000    0.000    0.000    0.000 __init__.py:383(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 core.py:817(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 request.py:568(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 senna.py:43(SennaTagger)
        1    0.000    0.000    0.000    0.000 chart.py:127(ForwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 calendar.py:500(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 combinator.py:251(UndirectedTypeRaise)
        1    0.000    0.000    0.000    0.000 featstruct.py:1760(FeatureValueConcat)
        1    0.000    0.000    0.000    0.000 prover9.py:337(Prover9FatalException)
        1    0.000    0.000    0.000    0.000 extras.py:1546(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 featstruct.py:1684(SubstituteBindingsSequence)
        1    0.000    0.000    0.000    0.000 toolbox.py:314(ToolboxSettings)
        1    0.000    0.000    0.000    0.000 snowball.py:95(_LanguageSpecificStemmer)
        1    0.000    0.000    0.000    0.000 core.py:5942(_extrema_operation)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:25(DependencyScorerI)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 util.py:1498(SpaceWidget)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 logic.py:694(BasicType)
        1    0.000    0.000    0.000    0.000 snowball.py:31(SnowballStemmer)
        1    0.000    0.000    0.000    0.000 api.py:63(StringTokenizer)
        1    0.000    0.000    0.000    0.000 subprocess.py:380(TimeoutExpired)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 wordlist.py:28(SwadeshCorpusReader)
        5    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 request.py:549(BaseHandler)
        1    0.000    0.000    0.000    0.000 sequential.py:389(TrigramTagger)
        1    0.000    0.000    0.000    0.000 probability.py:1843(ConditionalProbDistI)
        1    0.000    0.000    0.000    0.000 util.py:903(LazyZip)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 text.py:205(TokenSearcher)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 nkjp.py:372(NKJPCorpus_Morph_View)
        1    0.000    0.000    0.000    0.000 __init__.py:935(StreamHandler)
        1    0.000    0.000    0.000    0.000 response.py:64(addinfourl)
        1    0.000    0.000    0.000    0.000 tableau.py:475(Debug)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 __init__.py:319(StringVar)
        1    0.000    0.000    0.000    0.000 snowball.py:2412(PortugueseStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:2092(ItalianStemmer)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:242(ProbabilisticProjectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 util.py:918(BoxWidget)
        1    0.000    0.000    0.000    0.000 combinator.py:86(UndirectedFunctionApplication)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 senna.py:60(SennaChunkTagger)
        1    0.000    0.000    0.000    0.000 util.py:1843(ShowText)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 client.py:219(HTTPMessage)
        1    0.000    0.000    0.000    0.000 request.py:1216(HTTPSHandler)
        4    0.000    0.000    0.000    0.000 core.py:2446(__get__)
        1    0.000    0.000    0.000    0.000 wordlist.py:15(WordListCorpusReader)
        1    0.000    0.000    0.000    0.000 combinator.py:42(ForwardCombinator)
        1    0.000    0.000    0.000    0.000 snowball.py:403(DutchStemmer)
        1    0.000    0.000    0.000    0.000 featurechart.py:273(FeatureSingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 propbank.py:319(PropbankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 util.py:1076(ParenWidget)
        1    0.000    0.000    0.000    0.000 drt.py:592(DrtLambdaExpression)
        1    0.000    0.000    0.000    0.000 {built-in method bisect_right}
        1    0.000    0.000    0.000    0.000 internals.py:353(Deprecated)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:360(DoubleVar)
        1    0.000    0.000    0.000    0.000 threading.py:444(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 api.py:10(StemmerI)
        1    0.000    0.000    0.000    0.000 chart.py:231(CCGChart)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:587(NonprojectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 __init__.py:3312(OptionMenu)
        1    0.000    0.000    0.000    0.000 util.py:120(py25)
        1    0.000    0.000    0.000    0.000 chasen.py:60(ChasenCorpusView)
        1    0.000    0.000    0.000    0.000 __init__.py:374(PyDLL)
        2    0.000    0.000    0.000    0.000 sre_parse.py:140(__delitem__)
        1    0.000    0.000    0.000    0.000 featstruct.py:1716(FeatureValueSet)
        1    0.000    0.000    0.000    0.000 __init__.py:3301(_setit)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 snowball.py:3561(SwedishStemmer)
        1    0.000    0.000    0.000    0.000 logic.py:1771(EqualityExpression)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 earleychart.py:161(CompleteFundamentalRule)
        1    0.000    0.000    0.000    0.000 earleychart.py:202(FeatureCompleteFundamentalRule)
        1    0.000    0.000    0.000    0.000 argparse.py:1142(FileType)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 prover9.py:340(Prover9LimitExceededException)
        1    0.000    0.000    0.000    0.000 chart.py:1064(CachedTopDownPredictRule)
        1    0.000    0.000    0.000    0.000 featstruct.py:1731(FeatureValueUnion)
        1    0.000    0.000    0.000    0.000 string.py:51(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 downloader.py:315(StartCollectionMessage)
        1    0.000    0.000    0.000    0.000 client.py:1287(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 ieer.py:43(IEERDocument)
        1    0.000    0.000    0.000    0.000 extras.py:1464(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 pchart.py:361(RandomChartParser)
        1    0.000    0.000    0.000    0.000 __init__.py:2143(Toplevel)
        1    0.000    0.000    0.000    0.000 indian.py:65(IndianCorpusView)
        1    0.000    0.000    0.000    0.000 regexp.py:154(WhitespaceTokenizer)
        1    0.000    0.000    0.000    0.000 tagged.py:217(TaggedCorpusView)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 imp.py:112(NullImporter)
        2    0.000    0.000    0.000    0.000 {built-in method S_ISREG}
        1    0.000    0.000    0.000    0.000 propbank.py:284(PropbankPointer)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 downloader.py:342(StaleMessage)
        1    0.000    0.000    0.000    0.000 parse.py:262(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 filedialog.py:225(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 senseval.py:73(SensevalCorpusView)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 parse.py:248(ParseResult)
        1    0.000    0.000    0.000    0.000 util.py:132(Index)
        1    0.000    0.000    0.000    0.000 parse.py:123(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 framenet.py:402(PrettyList)
        1    0.000    0.000    0.000    0.000 core.py:761(_DomainTan)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linearlogic.py:180(VariableExpression)
        1    0.000    0.000    0.000    0.000 calendar.py:488(different_locale)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
        1    0.000    0.000    0.000    0.000 chart.py:1020(LeafInitRule)
        1    0.000    0.000    0.000    0.000 chart.py:944(FundamentalRule)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 snowball.py:194(_StandardStemmer)
        1    0.000    0.000    0.000    0.000 argparse.py:672(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1049(__init__)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 logic.py:712(EntityType)
        1    0.000    0.000    0.000    0.000 __init__.py:138(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(PlaceHolder)
        1    0.000    0.000    0.000    0.000 framenet.py:428(PrettyLazyMap)
        1    0.000    0.000    0.000    0.000 pchart.py:300(InsideChartParser)
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 parse.py:235(DefragResult)
        1    0.000    0.000    0.000    0.000 core.py:131(MaskError)
        1    0.000    0.000    0.000    0.000 pydoc.py:1400(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 semcor.py:205(SemcorSentence)
        1    0.000    0.000    0.000    0.000 template.py:16(BrillTemplateI)
        1    0.000    0.000    0.000    0.000 internals.py:322(deprecated)
        1    0.000    0.000    0.000    0.000 case.py:133(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 earleychart.py:249(IncrementalChartParser)
        1    0.000    0.000    0.000    0.000 core.py:739(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 client.py:1258(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 probability.py:2090(ImmutableProbabilisticMixIn)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 parse.py:254(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 pydoc.py:1811(__init__)
        1    0.000    0.000    0.000    0.000 probability.py:777(ELEProbDist)
        1    0.000    0.000    0.000    0.000 downloader.py:345(ErrorMessage)
        1    0.000    0.000    0.000    0.000 switchboard.py:17(SwitchboardTurn)
        1    0.000    0.000    0.000    0.000 __init__.py:392(HRESULT)
        1    0.000    0.000    0.000    0.000 inspect.py:1059(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:3642(LabelFrame)
        1    0.000    0.000    0.000    0.000 filedialog.py:351(Directory)
        1    0.000    0.000    0.000    0.000 association.py:383(ContingencyMeasures)
        1    0.000    0.000    0.000    0.000 logic.py:1413(FunctionVariableExpression)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(LargeZipFile)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 pydoc.py:278(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 maxent.py:1437(TadmMaxentClassifier)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 downloader.py:336(FinishUnzipMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:2584(Label)
        1    0.000    0.000    0.000    0.000 pydoc.py:2025(ModuleScanner)
        1    0.000    0.000    0.000    0.000 drt.py:59(<listcomp>)
        1    0.000    0.000    0.000    0.000 timit.py:420(SpeakerInfo)
        1    0.000    0.000    0.000    0.000 snowball.py:151(_ScandinavianStemmer)
        1    0.000    0.000    0.000    0.000 __init__.py:1536(RootLogger)
        1    0.000    0.000    0.000    0.000 request.py:828(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 argparse.py:1020(_VersionAction)
        1    0.000    0.000    0.000    0.000 util.py:758(<genexpr>)
        1    0.000    0.000    0.000    0.000 tokenize.py:218(TokenError)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 inspect.py:2058(_void)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 probability.py:741(LaplaceProbDist)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:2831(Message)
        1    0.000    0.000    0.000    0.000 earleychart.py:173(CompleterRule)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:185(DemoScorer)
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_ident)
        1    0.000    0.000    0.000    0.000 simple.py:65(CharTokenizer)
